OTU.rep	Domain	Phylum	Class	Order	Family	Genus
DQ396212.1.1663	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured
DQ396222.1.1531	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
DQ421650.1.1317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salinihabitans
DQ448704.1.1509	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus
DQ451454.1.1445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Elstera
DQ631734.1.1342	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured
DQ811795.1.1519	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
DQ811848.1.1461	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter
EF092441.1.1514	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
EF379605.1.1470	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured
EF520484.1.1465	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas
EF573782.1.1509	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
EF644812.1.1357	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	endosymbionts
EU132660.1.1315	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
EU132677.1.1317	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	NA
EU135402.1.1303	Bacteria	Candidate division TM7	NA	NA	NA	NA
EU236338.1.1396	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured
EU245233.1.1504	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
EU265958.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
EU265998.1.1516	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
EU286972.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
EU287103.1.1454	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
EU340844.1.1454	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
EU369125.1.1474	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
EU375169.1.1218	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	uncultured
EU399548.1.1425	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium
EU420683.1.1475	Archaea	Thaumarchaeota	Miscellaneous Crenarchaeotic Group	NA	NA	NA
EU467576.1.1362	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured
EU472391.1.1397	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
EU518402.1.1277	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
EU705344.1.1299	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
EU799164.1.1464	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured
EU801304.1.1497	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
EU802041.1.1488	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna
FJ196026.1.1482	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Bizionia
FJ203304.1.1399	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage
FJ205285.1.1490	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
FJ223883.1.1389	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
FJ269073.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
FJ382029.1.1271	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
FJ456659.1.1571	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio
FJ479062.1.1411	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
FJ484836.1.1323	Bacteria	Proteobacteria	Betaproteobacteria	B1-7BS	NA	NA
FJ561292.1.1176	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena
FJ595885.1.1394	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
FJ628329.1.1481	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Owenweeksia
FJ671907.1.1335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aquamicrobium
FJ712430.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
FJ712452.1.1523	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus
FJ716850.1.1454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter
FJ746152.1.1371	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
FJ746254.1.1432	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	NA	NA
FJ802362.1.1229	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
FJ849277.1.1434	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
FJ854748.1.1205	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
FJ902094.1.1223	Bacteria	Bacteroidetes	SB-5	NA	NA	NA
FJ943234.1.1475	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola
FJ952687.1.1457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium
FM211783.1.1517	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
FM242201.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
FN691698.1.916	Archaea	Thaumarchaeota	Marine Group I	NA	NA	NA
FN822207.1.1352	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
FQ659027.1.1359	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
FR744546.1.1456	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured
FR872451.1.1290	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
GQ181414.1.1403	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured
GQ249661.1.911	Archaea	Thaumarchaeota	Soil Crenarchaeotic Group(SCG)	NA	NA	NA
GQ260188.1.1474	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
GQ263720.1.1473	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
GQ274105.1.1456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
GQ274249.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade DC5-80-3 lineage
GQ347218.1.1384	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SUP05 cluster	NA
GQ349435.1.1392	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
GQ349495.1.1426	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	NA	NA
GQ350858.1.1352	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
GQ379491.1.1225	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
GQ441249.1.1442	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
GU001906.1.1435	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
GU061146.1.1383	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
GU145445.1.1503	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
GU235616.1.1342	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD1-7 clade
GU451418.1.1259	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	NA
GU567984.22562.24041	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
GU583977.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
GU947655.1.1258	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA
HE589820.1.1403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
HF558592.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus
HM127972.1.1388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
HM129747.1.1455	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia
HM261444.1.1343	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Zimmermannella
HM265014.1.1308	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
HM277865.1.1339	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
HM324967.1.1304	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
HM369087.1.1290	Bacteria	Planctomycetes	OM190	NA	NA	NA
HM598213.1.1458	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	NA	NA
HM768684.1.1397	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas
HQ120220.1.1460	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	uncultured
HQ153983.1.1420	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
HQ183846.1.1453	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA
HQ190515.1.1466	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
HQ203963.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
HQ216330.1.1244	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas
HQ324860.1.1489	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera
HQ324866.1.1468	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
HQ405608.1.1480	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Subsaxibacter
HQ588520.1.1417	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured
HQ622528.1.1339	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
JF073487.1.1344	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
JF088258.1.1335	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
JF142170.1.1302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
JF148851.1.1358	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JF173321.1.1335	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	uncultured	NA
JF217222.1.1332	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
JF219115.1.1344	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
JF235672.1.1348	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus
JF272165.1.1497	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
JF344330.1.1494	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus
JF411422.1.1447	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio
JF514220.1.1461	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Hoeflea
JF727721.1.1462	Bacteria	Acidobacteria	Acidobacteria	Subgroup 3	PAUC26f	NA
JF769618.1.1554	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Pelagicoccus
JF950278.1.1447	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
JN087919.1.1518	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
JN230032.1.1437	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	NA	NA
JN233122.1.1467	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
JN457619.1.1342	Bacteria	Proteobacteria	Alphaproteobacteria	ss1-B-07-44	NA	NA
JN501180.1.1327	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Family Incertae Sedis	Caldithrix
JN534955.1.1453	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Psychroflexus
JN591315.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
JN672661.1.1465	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	NA	NA
JN698162.1.1394	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
JN825388.1.1364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
JN868979.1.1477	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured
JN881618.1.1352	Archaea	Thaumarchaeota	Marine Group I	Cenarchaeales	Cenarchaeaceae	Cenarchaeum
JN886897.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD2-7
JQ033983.1.1380	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
JQ269310.1.1499	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
JQ408075.1.1356	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured
JQ427988.1.1511	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
JQ448766.1.1407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
JQ579661.1.1480	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	uncultured
JQ612425.1.937	Archaea	Thaumarchaeota	Marine Group I	Order Incertae Sedis	Family Incertae Sedis	Candidatus Nitrosopumilus
JQ672628.1.1479	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured
JQ712111.1.1470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
JQ739130.1.1220	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibaca
JQ800765.1.1488	Bacteria	Bacteroidetes	Cytophagia	Order III Incertae Sedis	Family Incertae Sedis	Gracilimonas
JQ817355.1.1464	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
JQ825030.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	NA
JQ855570.1.1282	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agreia
JQ941774.1.1392	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
JQ941842.1.1364	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
JX110428.1.1346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JX221952.1.1218	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
JX222631.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JX222979.1.1421	Bacteria	Candidate division OD1	NA	NA	NA	NA
JX223523.1.1503	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
JX224145.1.1285	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	M113	NA
JX310128.1.1508	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
JX391445.1.1521	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter
JX391642.1.1423	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius
JX849059.1.1442	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
JX966421.1.1460	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
JX984054.1.1227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JX988633.1.1371	Bacteria	Chloroflexi	SAR202 clade	NA	NA	NA
KC001514.1.1368	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Sufflavibacter
KC001664.1.1370	Bacteria	Planctomycetes	Pla3 lineage	NA	NA	NA
KC189749.1.1490	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola
KC200266.1.1468	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
KC437236.1.1217	Archaea	Thaumarchaeota	AK31	NA	NA	NA
KC484966.1.1416	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor
L07864.1.1200	Bacteria	Proteobacteria	SC3-20	NA	NA	NA
U87782.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
X62913.1.1456	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
AB015255.1.1511	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
AB052969.1.1453	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gilvimarinus
AB116658.1.1463	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	NA
AB473899.1.1472	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured
AB491834.1.1493	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
AB499617.1.1426	Bacteria	Proteobacteria	SC3-20	NA	NA	NA
AB583907.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
AB600337.1.1345	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma
AB622938.1.1376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured
AB694372.1.1399	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
ABCR01000001.9860.11306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
AF102866.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
AF234695.1.1550	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
AF284229.1.1411	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
AF376228.1.1318	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae Sedis
AF419688.1.1482	Bacteria	Bacteroidetes	VC2.1 Bac22	NA	NA	NA
AF513400.1.1436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceaniovalibus
AF530128.1.1320	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
AJ417388.1.1514	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
AJ421915.1.1402	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus
AJ515719.1.1452	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	type III	NA
AJ519646.1.1226	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	NA	NA
AJ842343.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio
AM412139.1.1357	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
AM888191.1.1452	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
AM997291.1.1473	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
AM997795.1.1515	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
AM997833.1.1461	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
AY094494.1.1254	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9 marine group	NA
AY328901.1.1385	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus
AY345427.1.1357	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
AY454673.1.1018	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Deep Sea Hydrothermal Vent Gp 6(DHVEG-6)	NA
AY536218.1.1508	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured
AY592091.1.1269	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
AY592120.1.1332	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
AY622247.1.1468	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix
AY697910.1.1425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
AY771723.1.1498	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Lacinutrix
AY771763.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola
AY942771.1.1458	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
AY947466.1.1299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
CR933137.2.1337	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Fervidobacterium
CU914893.2.1343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor
D17751.1.1340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
DQ028261.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Microbulbifer
DQ223082.1.1359	Bacteria	Candidate division OD1	NA	NA	NA	NA
DQ234178.1.1557	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
DQ263715.1.1376	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
DQ279388.1.1328	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix
DQ396218.1.1476	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
DQ446102.1.1430	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade CHAB-I-5 lineage
